sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: saikumbh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | IP Addr: 10.149.232.69 | Public IP: 103.96.18.17 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 06:08:22 IST Mon Jun 8 2020 | Duration: 9h:22m:49s | Inactivity:  0h:00m:00s | Bytes Tx: 200460345 | Bytes Rx: 234796588 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 |Session ID: 138501 | Audit Session ID: 0a95072a21d050005edd887e | Security Group Tag: none | EasyVPN: 0 ||
Username: dsathyan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.119 | Public IP: 106.208.75.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:00 IST Mon Jun 8 2020 | Duration: 3h:18m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 261690719 | Bytes Rx: 47523807 | IP Addr: 10.149.232.119 | Public IP: 106.208.75.46 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:00 IST Mon Jun 8 2020 | Duration: 3h:18m:13s | Inactivity:  0h:00m:00s | Bytes Tx: 261690719 | Bytes Rx: 47523807 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139525 | Audit Session ID: 0a95072a221050005eddddf4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139525 | Audit Session ID: 0a95072a221050005eddddf4 | Security Group Tag: none | EasyVPN: 0 ||
Username: karthik.vignesh | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.139 | Public IP: 157.46.37.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:18 IST Mon Jun 8 2020 | Duration: 3h:17m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 102344221 | Bytes Rx: 38857218 | IP Addr: 10.149.240.139 | Public IP: 157.46.37.173 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:18 IST Mon Jun 8 2020 | Duration: 3h:17m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 102344221 | Bytes Rx: 38857218 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139528 | Audit Session ID: 0a95072a221080005eddde06 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139528 | Audit Session ID: 0a95072a221080005eddde06 | Security Group Tag: none | EasyVPN: 0 ||
Username: ernestal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.195 | Public IP: 49.205.78.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:20 IST Mon Jun 8 2020 | Duration: 3h:17m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 69005001 | Bytes Rx: 40701863 | IP Addr: 10.149.233.195 | Public IP: 49.205.78.78 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:13:20 IST Mon Jun 8 2020 | Duration: 3h:17m:53s | Inactivity:  0h:00m:00s | Bytes Tx: 69005001 | Bytes Rx: 40701863 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139529 | Audit Session ID: 0a95072a221090005eddde08 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139529 | Audit Session ID: 0a95072a221090005eddde08 | Security Group Tag: none | EasyVPN: 0 ||
Username: yuvshing | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.140 | Public IP: 157.44.69.147 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:13:33 IST Mon Jun 8 2020 | Duration: 3h:17m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 772454891 | Bytes Rx: 359367892 | IP Addr: 10.149.240.140 | Public IP: 157.44.69.147 | Protocol: AnyConnect-Parent | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none | Login Time: 12:13:33 IST Mon Jun 8 2020 | Duration: 3h:17m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 772454891 | Bytes Rx: 359367892 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139531 | Audit Session ID: 0a95072a2210b0005eddde15 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139531 | Audit Session ID: 0a95072a2210b0005eddde15 | Security Group Tag: none | EasyVPN: 0 ||
Username: meggopal | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.50 | Public IP: 27.5.140.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:31 IST Mon Jun 8 2020 | Duration: 3h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 40831133 | Bytes Rx: 12243485 | IP Addr: 10.149.233.50 | Public IP: 27.5.140.174 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:31 IST Mon Jun 8 2020 | Duration: 3h:15m:42s | Inactivity:  0h:00m:00s | Bytes Tx: 40831133 | Bytes Rx: 12243485 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139535 | Audit Session ID: 0a95072a2210f0005eddde8b | Security Group Tag: none | EasyVPN: 0 |Session ID: 139535 | Audit Session ID: 0a95072a2210f0005eddde8b | Security Group Tag: none | EasyVPN: 0 ||
Username: MSahana | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.73 | Public IP: 157.44.81.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:37 IST Mon Jun 8 2020 | Duration: 3h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 48347356 | Bytes Rx: 22393903 | IP Addr: 10.149.233.73 | Public IP: 157.44.81.152 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:37 IST Mon Jun 8 2020 | Duration: 3h:15m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 48347356 | Bytes Rx: 22393903 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139536 | Audit Session ID: 0a95072a221100005eddde91 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139536 | Audit Session ID: 0a95072a221100005eddde91 | Security Group Tag: none | EasyVPN: 0 ||
Username: pmuthuku | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.212 | Public IP: 157.50.241.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:40 IST Mon Jun 8 2020 | Duration: 3h:15m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 303505503 | Bytes Rx: 31960473 | IP Addr: 10.149.233.212 | Public IP: 157.50.241.95 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:15:40 IST Mon Jun 8 2020 | Duration: 3h:15m:33s | Inactivity:  0h:00m:00s | Bytes Tx: 303505503 | Bytes Rx: 31960473 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139537 | Audit Session ID: 0a95072a221110005eddde94 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139537 | Audit Session ID: 0a95072a221110005eddde94 | Security Group Tag: none | EasyVPN: 0 ||
Username: VNandak | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.246 | Public IP: 157.51.86.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:01 IST Mon Jun 8 2020 | Duration: 3h:15m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 91450525 | Bytes Rx: 37562912 | IP Addr: 10.149.233.246 | Public IP: 157.51.86.217 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:01 IST Mon Jun 8 2020 | Duration: 3h:15m:12s | Inactivity:  0h:00m:00s | Bytes Tx: 91450525 | Bytes Rx: 37562912 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139539 | Audit Session ID: 0a95072a221130005edddea9 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139539 | Audit Session ID: 0a95072a221130005edddea9 | Security Group Tag: none | EasyVPN: 0 ||
Username: psuryava | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.233 | Public IP: 116.74.159.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:14 IST Mon Jun 8 2020 | Duration: 3h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 564764860 | Bytes Rx: 67190617 | IP Addr: 10.149.232.233 | Public IP: 116.74.159.245 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:14 IST Mon Jun 8 2020 | Duration: 3h:14m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 564764860 | Bytes Rx: 67190617 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139540 | Audit Session ID: 0a95072a221140005edddeb6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139540 | Audit Session ID: 0a95072a221140005edddeb6 | Security Group Tag: none | EasyVPN: 0 ||
Username: PKhandag | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.141 | Public IP: 157.47.46.28 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:16:18 IST Mon Jun 8 2020 | Duration: 3h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 306568409 | Bytes Rx: 73269120 | IP Addr: 10.149.240.141 | Public IP: 157.47.46.28 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 12:16:18 IST Mon Jun 8 2020 | Duration: 3h:14m:55s | Inactivity:  0h:00m:00s | Bytes Tx: 306568409 | Bytes Rx: 73269120 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139541 | Audit Session ID: 0a95072a221150005edddeba | Security Group Tag: none | EasyVPN: 0 |Session ID: 139541 | Audit Session ID: 0a95072a221150005edddeba | Security Group Tag: none | EasyVPN: 0 ||
Username: dgowda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.242 | Public IP: 223.186.111.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:25 IST Mon Jun 8 2020 | Duration: 3h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 478914101 | Bytes Rx: 39710698 | IP Addr: 10.149.232.242 | Public IP: 223.186.111.196 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:25 IST Mon Jun 8 2020 | Duration: 3h:14m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 478914101 | Bytes Rx: 39710698 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139542 | Audit Session ID: 0a95072a221160005edddec1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139542 | Audit Session ID: 0a95072a221160005edddec1 | Security Group Tag: none | EasyVPN: 0 ||
Username: ealdrin | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.71 | Public IP: 122.164.81.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:41 IST Mon Jun 8 2020 | Duration: 3h:14m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 107721578 | Bytes Rx: 45733037 | IP Addr: 10.149.232.71 | Public IP: 122.164.81.184 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:16:41 IST Mon Jun 8 2020 | Duration: 3h:14m:32s | Inactivity:  0h:00m:00s | Bytes Tx: 107721578 | Bytes Rx: 45733037 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139543 | Audit Session ID: 0a95072a221170005eddded1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139543 | Audit Session ID: 0a95072a221170005eddded1 | Security Group Tag: none | EasyVPN: 0 ||
Username: gdoss | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.240.143 | Public IP: 106.208.98.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:17:08 IST Mon Jun 8 2020 | Duration: 3h:14m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 77742303 | Bytes Rx: 41180544 | IP Addr: 10.149.240.143 | Public IP: 106.208.98.62 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:17:08 IST Mon Jun 8 2020 | Duration: 3h:14m:05s | Inactivity:  0h:00m:00s | Bytes Tx: 77742303 | Bytes Rx: 41180544 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139548 | Audit Session ID: 0a95072a2211c0005edddeec | Security Group Tag: none | EasyVPN: 0 |Session ID: 139548 | Audit Session ID: 0a95072a2211c0005edddeec | Security Group Tag: none | EasyVPN: 0 ||
Username: mohankk | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.134 | Public IP: 49.205.79.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:23 IST Mon Jun 8 2020 | Duration: 3h:11m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 119523091 | Bytes Rx: 36874957 | IP Addr: 10.149.233.134 | Public IP: 49.205.79.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:23 IST Mon Jun 8 2020 | Duration: 3h:11m:50s | Inactivity:  0h:00m:00s | Bytes Tx: 119523091 | Bytes Rx: 36874957 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139554 | Audit Session ID: 0a95072a221220005edddf73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139554 | Audit Session ID: 0a95072a221220005edddf73 | Security Group Tag: none | EasyVPN: 0 ||
Username: apalani | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.111 | Public IP: 157.51.237.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:37 IST Mon Jun 8 2020 | Duration: 3h:11m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 199059714 | Bytes Rx: 51593377 | IP Addr: 10.149.232.111 | Public IP: 157.51.237.197 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:19:37 IST Mon Jun 8 2020 | Duration: 3h:11m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 199059714 | Bytes Rx: 51593377 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139555 | Audit Session ID: 0a95072a221230005edddf81 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139555 | Audit Session ID: 0a95072a221230005edddf81 | Security Group Tag: none | EasyVPN: 0 ||
Username: mmohanan | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.180 | Public IP: 157.46.34.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:27 IST Mon Jun 8 2020 | Duration: 3h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 85741039 | Bytes Rx: 42954884 | IP Addr: 10.149.232.180 | Public IP: 157.46.34.242 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:27 IST Mon Jun 8 2020 | Duration: 3h:10m:46s | Inactivity:  0h:00m:00s | Bytes Tx: 85741039 | Bytes Rx: 42954884 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139561 | Audit Session ID: 0a95072a221290005edddfb3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139561 | Audit Session ID: 0a95072a221290005edddfb3 | Security Group Tag: none | EasyVPN: 0 ||
Username: vinsunda | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.230 | Public IP: 49.207.128.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:35 IST Mon Jun 8 2020 | Duration: 3h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 186044282 | Bytes Rx: 64581389 | IP Addr: 10.149.233.230 | Public IP: 49.207.128.2 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:35 IST Mon Jun 8 2020 | Duration: 3h:10m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 186044282 | Bytes Rx: 64581389 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139563 | Audit Session ID: 0a95072a2212b0005edddfbb | Security Group Tag: none | EasyVPN: 0 |Session ID: 139563 | Audit Session ID: 0a95072a2212b0005edddfbb | Security Group Tag: none | EasyVPN: 0 ||
Username: surethur | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.166 | Public IP: 106.208.81.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:37 IST Mon Jun 8 2020 | Duration: 3h:10m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77754132 | Bytes Rx: 51917787 | IP Addr: 10.149.233.166 | Public IP: 106.208.81.138 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:37 IST Mon Jun 8 2020 | Duration: 3h:10m:36s | Inactivity:  0h:00m:00s | Bytes Tx: 77754132 | Bytes Rx: 51917787 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139564 | Audit Session ID: 0a95072a2212c0005edddfbd | Security Group Tag: none | EasyVPN: 0 |Session ID: 139564 | Audit Session ID: 0a95072a2212c0005edddfbd | Security Group Tag: none | EasyVPN: 0 ||
Username: amukiri | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.233.203 | Public IP: 123.201.163.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:43 IST Mon Jun 8 2020 | Duration: 3h:10m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 164808158 | Bytes Rx: 79240734 | IP Addr: 10.149.233.203 | Public IP: 123.201.163.38 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:43 IST Mon Jun 8 2020 | Duration: 3h:10m:30s | Inactivity:  0h:00m:00s | Bytes Tx: 164808158 | Bytes Rx: 79240734 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139565 | Audit Session ID: 0a95072a2212d0005edddfc3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 139565 | Audit Session ID: 0a95072a2212d0005edddfc3 | Security Group Tag: none | EasyVPN: 0 ||
Username: ymondru | Group: TCL_Chn_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.149.232.29 | Public IP: 106.208.133.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:54 IST Mon Jun 8 2020 | Duration: 3h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 78698059 | Bytes Rx: 41512038 | IP Addr: 10.149.232.29 | Public IP: 106.208.133.105 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Premium | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES-GCM-256 | Login Time: 12:20:54 IST Mon Jun 8 2020 | Duration: 3h:10m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 78698059 | Bytes Rx: 41512038 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 139566 | Audit Session ID: 0a95072a2212e0005edddfce | Security Group Tag: none | EasyVPN: 0 |Session ID: 139566 | Audit Session ID: 0a95072a2212e0005edddfce | Security Group Tag: none | EasyVPN: 0 ||
